INTVENTARNUMMER,Fornavn kunstner,Etternavn kunstner,FØDT,DØD,FØDESTED,DØDSSTED,Koordinat fødested,Koordinat dødssted,Nasjonalitet kunstner,Kjønn kunstner,Yrke kunstner,Navn produsent,Nasjonalitet produsent,Produsent etablert,Bransje produsent,BETEGNELSE,Presisert betegnelse,EMNEORD,FARGE,Produksjonssted,Koordinat produksjonssted,Produsert fra dato,Produsert til dato,Aksesjon fra dato,Aksesjon til dato
MS-02743-1988,Knut,Rose,1936,2002,,,,,Norge,Mann,,,,,,Maleri,,Bildende kunst,,,,1974,1974,,
MS-02744-1988,Knut,Rose,1936,2002,,,,,Norge,Mann,,,,,,Maleri,,Bildende kunst,,,,1978,1978,,
MS-02745-1988,Knut,Rose,1936,2002,,,,,Norge,Mann,,,,,,Maleri,,Bildende kunst,,,,1981,1981,,
MS-02746-1988,Knut,Rose,1936,2002,,,,,Norge,Mann,,,,,,Maleri,,Bildende kunst,,,,1986,1986,,
MS-02747-1988,Magne,Rudjord,1951,,,,,,Norge,Mann,,,,,,Maleri,,Bildende kunst,,,,1986,1986,,
MS-02748-1988,Knut,Rumohr,1916,2002,,,,,Norge,Mann,Billedkunstner,,,,,Maleri,,Bildende kunst,,,,1957,1957,,
MS-02749-1988,Knut,Rumohr,1916,2002,,,,,Norge,Mann,Billedkunstner,,,,,Maleri,,Bildende kunst,,,,1962,1962,,
MS-02750-1988,Knut,Rumohr,1916,2002,,,,,Norge,Mann,Billedkunstner,,,,,Maleri,,Bildende kunst,,,,1962,1962,,
MS-02751-1988,Knut,Rumohr,1916,2002,,,,,Norge,Mann,Billedkunstner,,,,,Maleri,,Bildende kunst,,,,1962,1962,,
MS-02752-1988,Knut,Rumohr,1916,2002,,,,,Norge,Mann,Billedkunstner,,,,,Maleri,,Bildende kunst,,,,1963,1963,,
MS-02753-1988,Knut,Rumohr,1916,2002,,,,,Norge,Mann,Billedkunstner,,,,,Maleri,,Bildende kunst,,,,1964,1964,,
MS-02754-1988,Knut,Rumohr,1916,2002,,,,,Norge,Mann,Billedkunstner,,,,,Maleri,,Bildende kunst,,,,1962,1962,,
MS-02755-1988,Knut,Rumohr,1916,2002,,,,,Norge,Mann,Billedkunstner,,,,,Maleri,,Bildende kunst,,,,1974,1974,,
MS-02756-1988,Knut,Rumohr,1916,2002,,,,,Norge,Mann,Billedkunstner,,,,,Maleri,,Bildende kunst,,,,1970,1970,,
MS-02757-1988,Magne,Rygh,1947,,,,,,Norge,Mann,Billedkunstner,,,,,Maleri,,Bildende kunst,,,,1979,1979,,
MS-02758-1988,Magne,Rygh,1947,,,,,,Norge,Mann,Billedkunstner,,,,,Maleri,,Bildende kunst,,,,1985,1985,,
MS-02760-1988,Svein,Rønning,1946,,,,,,Norge,Mann,Billedkunstner,,,,,Maleri,,Bildende kunst,,,,1975,1975,,
MS-02761-1988,Bjarne,Røtterud,1929,,,,,,Norge,Mann,,,,,,Maleri,,Bildende kunst,,,,1975,1975,,
MS-02762-1988,Arthur,Raanes,1952,,,,,,Norge,Mann,,,,,,Collage,,Bildende kunst,,,,1981,1981,,
MS-02763-1988,Arne,Samuelsen,1950,,,,,,Norge,Mann,,,,,,Maleri,,Bildende kunst,,,,1982,1982,,
MS-02764-1988,Gino,Scarpa,1924,,,,,,Norge,Mann,Billedkunstner,,,,,Maleri,,Bildende kunst,,,,1976,1976,,
MS-02765-1988,Mette,Schau,1951,,,,,,Norge,Kvinne,Billedkunstner,,,,,Maleri,,Bildende kunst,,,,1980,1980,,
MS-02766-1988,Mette,Schau,1951,,,,,,Norge,Kvinne,Billedkunstner,,,,,Maleri,,Bildende kunst,,,,1984,1984,,
MS-02767-1988,Carl Oscar,Schelbred,1957,,,,,,Norge,Mann,Billedkunstner,,,,,Maleri,,Bildende kunst,,,,1985,1985,,
MS-02768-1988,Christian Fredrik,Schjøtt,1921,1964,,,,,Norge,Mann,,,,,,Maleri,,Bildende kunst,,,,1956,1956,,
MS-02769-1988,Jakob,Schmidt,1947,1992,,,,,Norge,Mann,,,,,,Maleri,,Bildende kunst,,,,1985,1986,,
MS-02770-1988,Øystein,Selmer,1947,,,,,,Norge,Mann,,,,,,Maleri,,Bildende kunst,,,,1979,1980,,
MS-02771-1988,Kjell,Sigmund,1949,,,,,,Norge,Mann,,,,,,Maleri,,Bildende kunst,,,,1987,1987,,
MS-02772-1988,Tore Sigvart,Sigvaldsen,1930,,,,,,Norge,Mann,,,,,,Maleri,,Bildende kunst,,,,1974,1974,,
MS-02773-1988,Eli,Silseth,1927,1991,,,,,Norge,Kvinne,Billedkunstner,,,,,Maleri,,Bildende kunst,,,,1968,1968,,
MS-02774-1988,Eli,Silseth,1927,1991,,,,,Norge,Kvinne,Billedkunstner,,,,,Maleri,,Bildende kunst,,,,1970,1970,,
MS-02775-1988,Inger,Sitter,1929,,,,,,Norge,Kvinne,Billedkunstner,,,,,Maleri,,Bildende kunst,,,,1954,1955,,
MS-02776-1988,Inger,Sitter,1929,,,,,,Norge,Kvinne,Billedkunstner,,,,,Maleri,,Bildende kunst,,,,1962,1962,,
MS-02777-1988,Inger,Sitter,1929,,,,,,Norge,Kvinne,Billedkunstner,,,,,Maleri,,Bildende kunst,,,,1970,1970,,
MS-02778-1988,Inger,Sitter,1929,,,,,,Norge,Kvinne,Billedkunstner,,,,,Maleri,,Bildende kunst,,,,1971,1972,,
MS-02779-1988,Inger,Sitter,1929,,,,,,Norge,Kvinne,Billedkunstner,,,,,Maleri,,Bildende kunst,,,,1976,1976,,
MS-02780-1988,Inger,Sitter,1929,,,,,,Norge,Kvinne,Billedkunstner,,,,,Maleri,,Bildende kunst,,,,1978,1978,,
MS-02781-1988,Inger,Sitter,1929,,,,,,Norge,Kvinne,Billedkunstner,,,,,Collage,,Bildende kunst,,,,1964,1964,,
MS-02782-1988,Ole,Sjølie,1923,,,,,,Norge,Mann,Billedkunstner,,,,,Maleri,,Bildende kunst,,,,1973,1973,,
MS-02783-1988,Laurie,Skadberg,1953,1985,,,,,Norge,Kvinne,Billedkunstner,,,,,Maleri,,Bildende kunst,,,,,,,
MS-02784-1988,Dag,Skedsmo,1951,,,,,,Norge,Mann,Billedkunstner,,,,,Maleri,,Bildende kunst,,,,1980,1980,,
MS-02785-1988,Dag,Skedsmo,1951,,,,,,Norge,Mann,Billedkunstner,,,,,Maleri,,Bildende kunst,,,,1981,1981,,
MS-02786-1988,Dag,Skedsmo,1951,,,,,,Norge,Mann,Billedkunstner,,,,,Maleri,,Bildende kunst,,,,1984,1984,,
MS-02787-1988,Dag,Skedsmo,1951,,,,,,Norge,Mann,Billedkunstner,,,,,Maleri,,Bildende kunst,,,,1986,1986,,
MS-02788-1988,Kjartan,Slettemark,1932,2008,,,,,Norge,Mann,,,,,,Maleri,,Bildende kunst,,,,1965,1965,,
MS-02789-1988,Kjartan,Slettemark,1932,2008,,,,,Norge,Mann,,,,,,Collage,,Bildende kunst,,,,1982,1982,,
MS-02790-1988,Kjartan,Slettemark,1932,2008,,,,,Norge,Mann,,,,,,Maleri,,Bildende kunst,,,,1973,1974,,
MS-02791-1988,Kjartan,Slettemark,1932,2008,,,,,Norge,Mann,,,,,,Maleri,,Bildende kunst,,,,1973,1974,,
MS-02792-1988,Kjartan,Slettemark,1932,2008,,,,,Norge,Mann,,,,,,Maleri,,Bildende kunst,,,,1973,1974,1988,1988
MS-02793-1988,Kjartan,Slettemark,1932,2008,,,,,Norge,Mann,,,,,,Maleri,,Bildende kunst,,,,1973,1974,,
MS-02794-1988,Gabrielle,Solem,1945,,,,,,Norge,Kvinne,,,,,,Maleri,,Bildende kunst,,,,1982,1982,,
MS-02795-1988,Maria Veronica Lindegaard,Solem,1949,,,,,,Norge,Kvinne,Billedkunstner,,,,,Maleri,,Bildende kunst,,,,1986,1986,,
MS-02796-1988,Victor,Sparre,1919,,,,,,Norge,Mann,,,,,,Maleri,,Bildende kunst,,,,1966,1966,,
MS-02797-1988,Victor,Sparre,1919,,,,,,Norge,Mann,,,,,,Maleri,,Bildende kunst,,,,1971,1971,,
MS-02798-1988,Victor,Sparre,1919,,,,,,Norge,Mann,,,,,,Maleri,,Bildende kunst,,,,1971,1971,,
MS-02799-1988,Victor,Sparre,1919,,,,,,Norge,Mann,,,,,,Maleri,,Bildende kunst,,,,1943,1973,,
MS-02800-1988,Victor,Sparre,1919,,,,,,Norge,Mann,,,,,,Maleri,,Bildende kunst,,,,1983,1983,,
MS-02801-1988,Vegard,Stalsberg,1949,,,,,,Norge,Mann,Billedkunstner,,,,,Maleri,,Bildende kunst,,,,1981,1981,,
MS-02802-1988,Jo,Stang,1936,1998,,,,,Norge,Mann,Billedkunstner,,,,,Maleri,,Bildende kunst,,,,1974,1974,,
MS-02803-1988,Jan,Stensrud,1935,,,,,,Norge,Mann,,,,,,Maleri,,Bildende kunst,,,,1982,1982,,
MS-02804-1988,Lise Lie,Stigen,1938,,,,,,Norge,Kvinne,,,,,,Maleri,,Bildende kunst,,,,1981,1981,,
MS-02805-1988,Willi,Storn,1936,,,,,,Norge,Mann,Billedkunstner,,,,,Maleri,,Bildende kunst,,,,1982,1982,,
MS-02806-1988,Willi,Storn,1936,,,,,,Norge,Mann,Billedkunstner,,,,,Maleri,,Bildende kunst,,,,1984,1984,,
MS-02807-1988,Svein,Strand,1934,,,,,,Norge,Mann,Billedkunstner,,,,,Maleri,,Bildende kunst,,,,1970,1970,,
MS-02808-1988,Svein,Strand,1934,,,,,,Norge,Mann,Billedkunstner,,,,,Maleri,,Bildende kunst,,,,1975,1975,,
MS-02809-1988,Svein,Strand,1934,,,,,,Norge,Mann,Billedkunstner,,,,,Maleri,,Bildende kunst,,,,1977,1979,,
MS-02810-1988,Svein,Strand,1934,,,,,,Norge,Mann,Billedkunstner,,,,,Maleri,,Bildende kunst,,,,1980,1981,,
MS-02811-1988,Svein,Strand,1934,,,,,,Norge,Mann,Billedkunstner,,,,,Maleri,,Bildende kunst,,,,1982,1983,,
MS-02812-1988,Svein,Strand,1934,,,,,,Norge,Mann,Billedkunstner,,,,,Maleri,,Bildende kunst,,,,1986,1987,,
MS-02813-1988,Olav,Strømme,1909,1978,"Ørsta, Møre og Romsdal (Norge)","Oslo (fylke), Oslo (Norge)",,"59.9138688, 10.752245399999992",Norge,Mann,Billledkunstner,,,,,Maleri,,Bildende kunst,,,,1962,1962,1988,1988
MS-02814-1988,Olav,Strømme,1909,1978,"Ørsta, Møre og Romsdal (Norge)","Oslo (fylke), Oslo (Norge)",,"59.9138688, 10.752245399999992",Norge,Mann,Billledkunstner,,,,,Maleri,,Bildende kunst,,,,1963,1963,,
MS-02815-1988,Olav,Strømme,1909,1978,"Ørsta, Møre og Romsdal (Norge)","Oslo (fylke), Oslo (Norge)",,"59.9138688, 10.752245399999992",Norge,Mann,Billledkunstner,,,,,Maleri,,Bildende kunst,,,,1974,1974,1988,1988
MS-02816-1988,Olav,Strømme,1909,1978,"Ørsta, Møre og Romsdal (Norge)","Oslo (fylke), Oslo (Norge)",,"59.9138688, 10.752245399999992",Norge,Mann,Billledkunstner,,,,,Maleri,,Bildende kunst,,,,1975,1975,,
MS-02817-1988,Olav,Strømme,1909,1978,"Ørsta, Møre og Romsdal (Norge)","Oslo (fylke), Oslo (Norge)",,"59.9138688, 10.752245399999992",Norge,Mann,Billledkunstner,,,,,Maleri,,Bildende kunst,,,,1957,1957,1988,1988
MS-02818-1988,Olav,Strømme,1909,1978,"Ørsta, Møre og Romsdal (Norge)","Oslo (fylke), Oslo (Norge)",,"59.9138688, 10.752245399999992",Norge,Mann,Billledkunstner,,,,,Maleri,,Bildende kunst,,,,1957,1957,,
MS-02819-1988,Tove,Strømme,1940,,,,,,Norge,Kvinne,,,,,,Maleri,,Bildende kunst,,,,1974,1974,,
MS-02820-1988,Karin,Sundbye,1928,,,,,,Norge,Kvinne,,,,,,Tekstil,,Bildende kunst,,,,1980,1980,,
MS-02821-1988,Jan,Sæther,1944,,,,,,Norge,Mann,,,,,,Maleri,,Bildende kunst,,,,1972,1972,,
MS-02822-1988,Inger Bergitte,Sæverud,1938,,,,,,Norge,Kvinne,,,,,,Maleri,,Bildende kunst,,,,1986,1986,,
MS-02823-1988,Odd,Tandberg,1924,,,,,,,Mann,Billedkunstner,,,,,Skulptur,,Bildende kunst,,,,1970,1970,,
MS-02824-1988,Odd,Tandberg,1924,,,,,,,Mann,Billedkunstner,,,,,Maleri,,Bildende kunst,,,,1964,1964,,
MS-02825-1988,Odd,Tandberg,1924,,,,,,,Mann,Billedkunstner,,,,,Maleri,,Bildende kunst,,,,1977,1977,,
MS-02826-1988,Mouche,Thomsen,1918,1984,,,,,Norge,Kvinne,Billedkunstner,,,,,Maleri,,Bildende kunst,,,,1975,1975,,
MS-02827-1988,Mouche,Thomsen,1918,1984,,,,,Norge,Kvinne,Billedkunstner,,,,,Maleri,,Bildende kunst,,,,1979,1979,,
MS-02828-1988,Øistein,Thurman,1922,1988,,,,,Norge,Mann,,,,,,Maleri,,Bildende kunst,,,,1963,1963,,
MS-02829-1988,Øistein,Thurman,1922,1988,,,,,Norge,Mann,,,,,,Maleri,,Bildende kunst,,,,1968,1968,,
MS-02830-1988,Øistein,Thurman,1922,1988,,,,,Norge,Mann,,,,,,Maleri,,Bildende kunst,,,,1980,1980,,
MS-02831-1988,Lars,Tiller,1924,1994,,,,,Norge,Mann,Billedkunstner,,,,,Maleri,,Bildende kunst,,,,1963,1963,,
MS-02832-1988,Lars,Tiller,1924,1994,,,,,Norge,Mann,Billedkunstner,,,,,Maleri,,Bildende kunst,,,,1966,1966,1988,1988
MS-02833-1988,Lars,Tiller,1924,1994,,,,,Norge,Mann,Billedkunstner,,,,,Maleri,,Bildende kunst,,,,1975,1975,,
MS-02834-1988,Gerd M.,Tinglum,1951,,,,,,Norge,Kvinne,,,,,,Maleri,,Bildende kunst,,,,1986,1986,,
MS-02835-1988,Kjell,Torriset,1950,,,,,,Norge,Mann,Billedkunstner,,,,,Maleri,,Bildende kunst,,,,1977,1977,,
MS-02836-1988,Kjell,Torriset,1950,,,,,,Norge,Mann,Billedkunstner,,,,,Maleri,,Bildende kunst,,,,1979,1979,,
MS-02837-1988,Kjell,Torriset,1950,,,,,,Norge,Mann,Billedkunstner,,,,,Maleri,,Bildende kunst,,,,1982,1982,,
MS-02838-1988,Oddvar,Torsheim,1938,,,,,,Norge,Mann,Billedkunstner,,,,,Maleri,,Bildende kunst,,,,1968,1968,,
MS-02839-1988,Oddvar,Torsheim,1938,,,,,,Norge,Mann,Billedkunstner,,,,,Maleri,,Bildende kunst,,,,1977,1977,,
MS-02840-1988,Olaf,Thrap-Meyer,1928,1988,,,,,Norge,Mann,Billedkunstner,,,,,Maleri,,Bildende kunst,,,,1974,1974,,
MS-02841-1988,Bjørn Sigurd,Tufta,1956,,,,,,Norge,Mann,,,,,,Maleri,,Bildende kunst,,,,1984,1984,,
MS-02842-1988,Sara,Tunheim,1949,,,,,,Norge,Kvinne,,,,,,Maleri,,Bildende kunst,,,,1980,1980,,
MS-02843-1988,Johannes,Tvedt,1950,,,,,,Norge,Mann,,,,,,Maleri,,Bildende kunst,,,,1984,1984,,
MS-02844-1988,Kåre,Tveit,1921,1992,"Aust-Agder, Arendal (Norge)",,"58.4617568, 8.77244989999997",,Norge,Mann,Billedkunstner,,,,,Maleri,,Bildende kunst,,,,1959,1959,,
MS-02845-1988,Kåre,Tveter,1922,,,,,,Norge,Mann,Billedkunstner,,,,,Maleri,,Bildende kunst,,,,1964,1964,,
MS-02846-1988,Kåre,Tveter,1922,,,,,,Norge,Mann,Billedkunstner,,,,,Maleri,,Bildende kunst,,,,1967,1967,,
MS-02847-1988,Kåre,Tveter,1922,,,,,,Norge,Mann,Billedkunstner,,,,,Maleri,,Bildende kunst,,,,1970,1970,,
MS-02848-1988,Kåre,Tveter,1922,,,,,,Norge,Mann,Billedkunstner,,,,,Maleri,,Bildende kunst,,,,1975,1975,,
MS-02849-1988,Kåre,Tveter,1922,,,,,,Norge,Mann,Billedkunstner,,,,,Maleri,,Bildende kunst,,,,1976,1976,,
MS-02850-1988,Kåre,Tveter,1922,,,,,,Norge,Mann,Billedkunstner,,,,,Maleri,,Bildende kunst,,,,1980,1980,,
MS-02851-1988,Kåre,Tveter,1922,,,,,,Norge,Mann,Billedkunstner,,,,,Maleri,,Bildende kunst,,,,,,,
MS-02851-1988VERSO,Kåre,Tveter,1922,,,,,,Norge,Mann,Billedkunstner,,,,,Maleri,,Bildende kunst,,,,,,,
MS-02852-1988,Kåre,Tveter,1922,,,,,,Norge,Mann,Billedkunstner,,,,,Maleri,,Bildende kunst,,,,1985,1985,,
MS-02853-1988,Kjell,Varvin,1939,,,,,,Norge,Mann,Billedkunstner,,,,,Maleri,,Bildende kunst,,,,1982,1982,,
MS-02854-1988,Per Christian,Vatn,1954,,,,,,Norge,Mann,,,,,,Maleri,,Bildende kunst,,,,1981,1981,,
MS-02855-1988,Magne,Vatneødegård,1950,,,,,,Norge,Mann,Billedkunster,,,,,Maleri,,Bildende kunst,,,,1977,1978,,
MS-02856-1988,Magne,Vatneødegård,1950,,,,,,Norge,Mann,Billedkunster,,,,,Maleri,,Bildende kunst,,,,1979,1979,,
MS-02857-1988,Hilde,Vemren,1953,,,,,,Norge,Kvinne,Designer,,,,,Maleri,,Bildende kunst,,,,1982,1982,,
MS-02857-1988VERSO,Hilde,Vemren,1953,,,,,,Norge,Kvinne,Designer,,,,,Maleri,,Bildende kunst,,,,,,,
MS-02858-1988,Håvard,Vikhagen,1952,,,,,,Norge,Mann,Billedkunstner,,,,,Maleri,,Bildende kunst,,,,1986,1987,,
MS-02859-1988,Johannes,Vinjum,1930,1991,,,,,Norge,Mann,Billedkunstner,,,,,Maleri,,Bildende kunst,,,,1977,1977,,
MS-02860-1988,Johannes,Vinjum,1930,1991,,,,,Norge,Mann,Billedkunstner,,,,,Maleri,,Bildende kunst,,,,1978,1979,,
MS-02861-1988,Johannes,Vinjum,1930,1991,,,,,Norge,Mann,Billedkunstner,,,,,Maleri,,Bildende kunst,,,,1982,1984,,
MS-02862-1988,Ryszard,Warsinski,1937,1996,,,,,Norge,Mann,Billedkunstner,,,,,Maleri,,Bildende kunst,,,,1973,1973,,
MS-02863-1988,Ryszard,Warsinski,1937,1996,,,,,Norge,Mann,Billedkunstner,,,,,Maleri,,Bildende kunst,,,,1978,1978,,
MS-02864-1988,Jakob,Weidemann,1923,2001,,,,,Norge,Mann,Billedkunstner,,,,,Maleri,,Bildende kunst,,,,1950,1951,,
MS-02865-1988,Jakob,Weidemann,1923,2001,,,,,Norge,Mann,Billedkunstner,,,,,Maleri,,Bildende kunst,,,,1960,1960,,
MS-02866-1988,Jakob,Weidemann,1923,2001,,,,,Norge,Mann,Billedkunstner,,,,,Maleri,,Bildende kunst,,,,1965,1965,,
MS-02867-1988,Jakob,Weidemann,1923,2001,,,,,Norge,Mann,Billedkunstner,,,,,Maleri,,Bildende kunst,,,,1968,1968,,
MS-02868-1988,Jakob,Weidemann,1923,2001,,,,,Norge,Mann,Billedkunstner,,,,,Maleri,,Bildende kunst,,,,1973,1973,,
MS-02869-1988,Jakob,Weidemann,1923,2001,,,,,Norge,Mann,Billedkunstner,,,,,Maleri,,Bildende kunst,,,,1981,1982,,
MS-02870-1988,Jakob,Weidemann,1923,2001,,,,,Norge,Mann,Billedkunstner,,,,,Maleri,,Bildende kunst,,,,1945,1945,,
MS-02871-1988,Jakob,Weidemann,1923,2001,,,,,Norge,Mann,Billedkunstner,,,,,Maleri,,Bildende kunst,,,,1959,1959,,
MS-02872-1988,Egil,Weiglin,1917,1997,,,,,Norge,Mann,,,,,,Maleri,,Bildende kunst,,,,1962,1962,,
MS-02873-1988,Egil,Weiglin,1917,1997,,,,,Norge,Mann,,,,,,Maleri,,Bildende kunst,,,,1975,1975,,
MS-02874-1988,Egil,Weiglin,1917,1997,,,,,Norge,Mann,,,,,,Maleri,,Bildende kunst,,,,1977,1977,,
MS-02875-1988,Frans,Widerberg,1934,,,,,,Norge,Mann,Billedkunstner,,,,,Maleri,,Bildende kunst,,,,1967,1967,,
MS-02876-1988,Frans,Widerberg,1934,,,,,,Norge,Mann,Billedkunstner,,,,,Maleri,,Bildende kunst,,,,1972,1972,,
MS-02877-1988,Frans,Widerberg,1934,,,,,,Norge,Mann,Billedkunstner,,,,,Maleri,,Bildende kunst,,,,,,,
MS-02878-1988,Frans,Widerberg,1934,,,,,,Norge,Mann,Billedkunstner,,,,,Maleri,,Bildende kunst,,,,1975,1975,,
MS-02879-1988,Frans,Widerberg,1934,,,,,,Norge,Mann,Billedkunstner,,,,,Maleri,,Bildende kunst,,,,1978,1978,,
MS-02880-1988,Frans,Widerberg,1934,,,,,,Norge,Mann,Billedkunstner,,,,,Maleri,,Bildende kunst,,,,1976,1976,,
MS-02881-1988,Frans,Widerberg,1934,,,,,,Norge,Mann,Billedkunstner,,,,,Maleri,,Bildende kunst,,,,1979,1979,,
MS-02882-1988,Frans,Widerberg,1934,,,,,,Norge,Mann,Billedkunstner,,,,,Maleri,,Bildende kunst,,,,1982,1982,,
MS-02883-1988,Roar,Wold,1926,2001,,,,,Norge,Mann,Billedkuntsner,,,,,Maleri,,Bildende kunst,,,,1963,1963,,
MS-02884-1988,Roar,Wold,1926,2001,,,,,Norge,Mann,Billedkuntsner,,,,,Maleri,,Bildende kunst,,,,1972,1972,,
MS-02885-1988,Roar,Wold,1926,2001,,,,,Norge,Mann,Billedkuntsner,,,,,Maleri,,Bildende kunst,,,,1982,1982,,
MS-02886-1988,Roar,Wold,1926,2001,,,,,Norge,Mann,Billedkuntsner,,,,,Maleri,,Bildende kunst,,,,1986,1986,1988,1988
MS-02887-1988,Sverre,Wyller,1953,,,,,,Norge,Mann,,,,,,Maleri,,Bildende kunst,,,,1986,1986,,
MS-02888-1988,Terje,Ythjall,1943,,,,,,Norge,Mann,,,,,,Maleri,,Bildende kunst,,,,1977,1977,,
MS-02889-1988,Terje,Ythjall,1943,,,,,,Norge,Mann,,,,,,Maleri,,Bildende kunst,,,,1978,1978,,
MS-02890-1988,Kåre,Øijord,1921,,,,,,Norge,Mann,,,,,,Maleri,,Bildende kunst,,,,,,,
MS-02891-1988,Liv,Ørnvall,1947,,,,,,Norge,Mann,,,,,,Maleri,,Bildende kunst,,,,1981,1981,,
MS-02892-1988,Kjerstin,Øvrelid,1929,1989,,,,,Norge,Kvinne,,,,,,Maleri,,Bildende kunst,,,,1978,1978,,
MS-02893-1988,Pierre,Alechinsky,1927,,,,,,Frankrike,Mann,,,,,,Maleri,,Bildende kunst,,,,1974,1974,,
MS-02894-1988,Karel,Appel,1921,,,,,,Frankrike,Mann,Billedkunstner,,,,,Maleri,,Bildende kunst,,,,1961,1961,,
MS-02895-1988,Karel,Appel,1921,,,,,,Frankrike,Mann,Billedkunstner,,,,,Maleri,,Bildende kunst,,,,1961,1961,,
MS-02896-1988,Geneviève,Asse,1923,,,,,,Frankrike,Kvinne,,,,,,Maleri,,Bildende kunst,,,,1963,1963,1965,1965
MS-02896-1988,Geneviève,Asse,1923,,,,,,Frankrike,Kvinne,,,,,,Maleri,,Bildende kunst,,,,1963,1963,1965,1965
MS-02896-1988,Geneviève,Asse,1923,,,,,,Frankrike,Kvinne,,,,,,Maleri,,Bildende kunst,,,,1963,1963,1988,1988
MS-02897-1988,Geneviève,Asse,1923,,,,,,Frankrike,Kvinne,,,,,,Maleri,,Bildende kunst,,,,1963,1963,1988,1988
MS-02898-1988,Geneviève,Asse,1923,,,,,,Frankrike,Kvinne,,,,,,Maleri,,Bildende kunst,,,,1963,1963,,
MS-02899-1988,Geneviève,Asse,1923,,,,,,Frankrike,Kvinne,,,,,,Maleri,,Bildende kunst,,,,1964,1964,1988,1988
MS-02900-1988,Martin,Barré,1924,1993,,,,,Frankrike,Mann,,,,,,Maleri,,Bildende kunst,,,,1957,1958,1958,1958
MS-02901-1988,Jean,Bazaine,1904,,,,,,Frankrike,Mann,,,,,,Maleri,,Bildende kunst,,,,1950,1950,,
MS-02902-1988,Jean,Bazaine,1904,,,,,,Frankrike,Mann,,,,,,Maleri,,Bildende kunst,,,,1967,1967,,
MS-02903-1988,Torsten,Bergmark,1920,1996,,,,,Sverige,Mann,,,,,,Maleri,,Bildende kunst,,,,1980,1980,,
MS-02904-1988,Torsten,Bergmark,1920,1996,,,,,Sverige,Mann,,,,,,Maleri,,Bildende kunst,,,,1967,1967,,
MS-02905-1988,Ejler,Bille,1910,,,,,,Danmark,Mann,,,,,,Maleri,,Bildende kunst,,,,1944,1944,,
MS-02906-1988,Ejler,Bille,1910,,,,,,Danmark,Mann,,,,,,Maleri,,Bildende kunst,,,,1963,1963,,
MS-02907-1988,Roger,Bissière,1886,1964,,,,,Frankrike,Mann,Billedkunstner,,,,,Maleri,,Bildende kunst,,,,1951,1951,,
MS-02908-1988,Roger,Bissière,1886,1964,,,,,Frankrike,Mann,Billedkunstner,,,,,Maleri,,Bildende kunst,,,,1954,1954,,
MS-02909-1988,Roger,Bissière,1886,1964,,,,,Frankrike,Mann,Billedkunstner,,,,,Maleri,,Bildende kunst,,,,1955,1955,1988,1988
MS-02909-1988,Roger,Bissière,1886,1964,,,,,Frankrike,Mann,Billedkunstner,,,,,Maleri,,Bildende kunst,,,,1955,1955,1972,1972
MS-02910-1988,Roger,Bissière,1886,1964,,,,,Frankrike,Mann,Billedkunstner,,,,,Maleri,,Bildende kunst,,,,1957,1957,,
MS-02911-1988,Roger,Bissière,1886,1964,,,,,Frankrike,Mann,Billedkunstner,,,,,Maleri,,Bildende kunst,,,,1956,1956,,
MS-02912-1988,Camille,Bryen,1907,1977,,,,,Frankrike,Mann,,,,,,Maleri,,Bildende kunst,,,,1962,1962,,
MS-02913-1988,Jacques,Busse,1922,,,,,,Frankrike,Mann,,,,,,Maleri,,Bildende kunst,,,,1958,1958,,
MS-02914-1988,Olle,Bærtling,1911,1986,,,,,Sverige,Mann,,,,,,Maleri,,Bildende kunst,,,,1970,1970,,
MS-02915-1988,Guillaume,Corneille,1922,,,,,,Belgia,Mann,,,,,,Maleri,,Bildende kunst,,,,1958,1958,,
MS-02916-1988,Guillaume,Corneille,1922,,,,,,Belgia,Mann,,,,,,Maleri,,Bildende kunst,,,,1960,1960,,
MS-02917-1988,Antonio,Corpora,1909,,,,,,Italia,Mann,,,,,,Maleri,,Bildende kunst,,,,1964,1964,,
MS-02918-1988,Carlo,Cruz-Diez,1923,,,,,,Venezuela,Mann,,,,,,Maleri,,Bildende kunst,,,,1973,1973,,
MS-02919-1988,Peter,Dahl,1934,,,,,,Sverige,Mann,Billedkunstner,,,,,Maleri,,Bildende kunst,,,,1985,1985,,
MS-02920-1988,Karl Fred,Dahmen,1917,1981,,,,,Tyskland,Mann,Billedkunstner,,,,,Maleri,,Bildende kunst,,,,1962,1962,,
MS-02921-1988,Karl Fred,Dahmen,1917,1981,,,,,Tyskland,Mann,Billedkunstner,,,,,Maleri,,Bildende kunst,,,,1964,1964,,
MS-02922-1988,Alan,Davie,1920,,,,,,Storbritannia,Mann,,,,,,Maleri,,Bildende kunst,,,,1960,1960,,
MS-02923-1988,Olivier,Debré,1920,1999,,,,,Frankrike,Mann,,,,,,Maleri,,Bildende kunst,,,,1974,1974,,
MS-02924-1988,Jean,Dewasne,1921,,,,,,Frankrike,Mann,,,,,,Maleri,,Bildende kunst,,,,,,,
MS-02925-1988,Jean,Dubuffet,1901,1985,,,,,Frankrike,Mann,,,,,,Maleri,,Bildende kunst,,,,1967,1967,,
MS-02926-1988,Poul,Ekelund,1920,1976,,,,,Danmark,Mann,,,,,,Maleri,,Bildende kunst,,,,1963,1963,,
