KunstnerNøkkel,Fornavn kunstner,Etternavn kunstner,FØDT,DØD,Antall verk
Giovanni daBologna1524,Giovanni da,Bologna,1524,1608,1
"Pierre, ICourteys1520","Pierre, I",Courteys,1520,1586,1
PerHasselberg1850,Per,Hasselberg,1850,1894,1
JohanFahlstrøm1867,Johan,Fahlstrøm,1867,1938,1
EmmaMatthiasen1890,Emma,Matthiasen,1890,1975,6
AdamFischer1888,Adam,Fischer,1888,1968,7
BrorHjorth1894,Bror,Hjorth,1894,1968,3
RenéeSintenis1888,Renée,Sintenis,1888,1965,1
WilhelmLehmbruck1881,Wilhelm,Lehmbruck,1881,1919,1
JacquesLoutchansky1876,Jacques,Loutchansky,1876,1978,1
EmilLie1897,Emil,Lie,1897,1976,8
AnneGrimdalen1899,Anne,Grimdalen,1899,1961,1
SvendRathsack1885,Svend,Rathsack,1885,1941,1
PaulCornet1892,Paul,Cornet,1892,1977,1
Émile AntoineBourdelle1861,Émile Antoine,Bourdelle,1861,1929,2
HannaJessen1907,Hanna,Jessen,1907,1973,1
Nanna JohansenUllman1888,Nanna Johansen,Ullman,1888,1964,1
JakobFjelde1859,Jakob,Fjelde,1859,1896,1
SveinVisted1903,Svein,Visted,1903,1984,1
IngeFinsen1899,Inge,Finsen,1899,1977,1
JeanOsouf1898,Jean,Osouf,1898,1999,4
KnutSkinnarland1909,Knut,Skinnarland,1909,1993,2
CarlWilhelms1889,Carl,Wilhelms,1889,1953,2
JørgenGudmundsen-Holmgreen1895,Jørgen,Gudmundsen-Holmgreen,1895,1966,1
KjeldRasmussen1917,Kjeld,Rasmussen,1917,1999,8
Ivar ViktorJohnsson1885,Ivar Viktor,Johnsson,1885,1970,1
Anne-MarieCarl-Nielsen1863,Anne-Marie,Carl-Nielsen,1863,1945,1
MajaRefsum1897,Maja,Refsum,1897,1986,6
KåreOrud1914,Kåre,Orud,1914,1998,6
ArrigoMinerbi1881,Arrigo,Minerbi,1881,1960,1
SigurdNome1911,Sigurd,Nome,1911,1979,4
AristideMaillol1861,Aristide,Maillol,1861,1944,1
HannesAutere1888,Hannes,Autere,1888,1967,1
FinnEriksen1909,Finn,Eriksen,1909,1970,2
OttarEspeland1913,Ottar,Espeland,1913,1996,2
OddHilt1915,Odd,Hilt,1915,1986,8
AugustKeil1904,August,Keil,1904,1973,1
HugoLiisberg1896,Hugo,Liisberg,1896,1958,1
AstridNoack1888,Astrid,Noack,1888,1954,3
ChanaOrloff1888,Chana,Orloff,1888,1968,1
GunnarUtsond1864,Gunnar,Utsond,1864,1950,1
Marcel AntoineGimond1894,Marcel Antoine,Gimond,1894,1961,1
ArneDurban1912,Arne,Durban,1912,1993,4
AntoineCoysevox1640,Antoine,Coysevox,1640,1720,1
WaldemarDahl1900,Waldemar,Dahl,1900,1984,2
BennyMotzfeldt1909,Benny,Motzfeldt,1909,1995,2
RagnhildButenschøn1912,Ragnhild,Butenschøn,1912,1992,2
RobertWlérick1882,Robert,Wlérick,1882,1944,1
MagnusVigrestad1887,Magnus,Vigrestad,1887,1957,1
HjalmarHansen1911,Hjalmar,Hansen,1911,1973,1
SofusMadsen1881,Sofus,Madsen,1881,1977,2
StåleKyllingstad1903,Ståle,Kyllingstad,1903,1987,2
SigriWelhaven1894,Sigri,Welhaven,1894,1991,1
Antoine LouisBarye1795,Antoine Louis,Barye,1795,1875,2
HannahHöch1889,Hannah,Höch,1889,1978,1
AugustMacke1887,August,Macke,1887,1914,1
GabrieleMünter1877,Gabriele,Münter,1877,1962,1
Ernst LudwigKirchner1880,Ernst Ludwig,Kirchner,1880,1938,3
DieterRoth1930,Dieter,Roth,1930,1998,1
CarlPaulsen1896,Carl,Paulsen,1896,1973,1
HaraldDamsleth1906,Harald,Damsleth,1906,1971,4
ValeryCarrick1869,Valery,Carrick,1869,1943,2
RudolfKrog1877,Rudolf,Krog,1877,1928,3
BerndBecher1931,Bernd,Becher,1931,2007,12
LauraHovland1883,Laura,Hovland,1883,1973,55
Arnstein RynningArneberg1882,Arnstein Rynning,Arneberg,1882,1961,1
Christian CorneliusKrohn1882,Christian Cornelius,Krohn,1882,1959,1
EmileLassalle1813,Emile,Lassalle,1813,1871,21
PhilippeBenoist1813,Philippe,Benoist,1813,1905,7
AdrienDauzats1804,Adrien,Dauzats,1804,1868,10
Adolphe Jean BaptisteBayot1810,Adolphe Jean Baptiste,Bayot,1810,1866,86
JacquesGuiaud1811,Jacques,Guiaud,1811,1876,25
Louis JulienJacottet1806,Louis Julien,Jacottet,1806,1880,20
EugèneCicéri1813,Eugène,Cicéri,1813,1890,15
AntoineMaurin1793,Antoine,Maurin,1793,1860,1
BarthélémyLauvergne1805,Barthélémy,Lauvergne,1805,1871,36
Auguste FrançoisLaby1784,Auguste François,Laby,1784,1860,1
Sébastien-CharlesGiraud1819,Sébastien-Charles,Giraud,1819,1892,1
Louis Pierre AlphonseBichebois1801,Louis Pierre Alphonse,Bichebois,1801,1850,1
Charles LouisMozin1806,Charles Louis,Mozin,1806,1862,2
KarlWerner1808,Karl,Werner,1808,1894,1
GustavBorgen1865,Gustav,Borgen,1865,1926,8
GeorgSchrimpf1889,Georg,Schrimpf,1889,1938,2
Christian AugustLorentzen1749,Christian August,Lorentzen,1749,1828,2
